Actual SRT

Timestamp,Signal Value
Fri Apr 01 2022 09:15:21 GMT+0100 (British Summer Time),4.586
Fri Apr 01 2022 09:30:21 GMT+0100 (British Summer Time),4.59097
Fri Apr 01 2022 09:45:22 GMT+0100 (British Summer Time),4.59742
Fri Apr 01 2022 10:00:21 GMT+0100 (British Summer Time),4.59824
Fri Apr 01 2022 10:15:22 GMT+0100 (British Summer Time),4.59912
Fri Apr 01 2022 10:30:23 GMT+0100 (British Summer Time),4.60372
Fri Apr 01 2022 10:45:23 GMT+0100 (British Summer Time),4.60904
Fri Apr 01 2022 11:00:23 GMT+0100 (British Summer Time),4.61431
Fri Apr 01 2022 11:15:23 GMT+0100 (British Summer Time),4.62023
Fri Apr 01 2022 11:30:23 GMT+0100 (British Summer Time),4.63137
Fri Apr 01 2022 11:45:24 GMT+0100 (British Summer Time),4.64233
Fri Apr 01 2022 12:00:23 GMT+0100 (British Summer Time),4.6482
Fri Apr 01 2022 12:15:24 GMT+0100 (British Summer Time),4.65334
Fri Apr 01 2022 12:30:24 GMT+0100 (British Summer Time),4.66634
Fri Apr 01 2022 12:45:24 GMT+0100 (British Summer Time),4.67808
Fri Apr 01 2022 13:00:25 GMT+0100 (British Summer Time),4.68429
Fri Apr 01 2022 13:15:27 GMT+0100 (British Summer Time),4.69009
Fri Apr 01 2022 13:30:26 GMT+0100 (British Summer Time),4.70426
Fri Apr 01 2022 13:45:25 GMT+0100 (British Summer Time),4.71616
Fri Apr 01 2022 14:00:27 GMT+0100 (British Summer Time),4.72316
Fri Apr 01 2022 14:15:26 GMT+0100 (British Summer Time),4.72963
Fri Apr 01 2022 14:30:27 GMT+0100 (British Summer Time),4.74391
Fri Apr 01 2022 14:45:27 GMT+0100 (British Summer Time),4.74654
Fri Apr 01 2022 15:00:27 GMT+0100 (British Summer Time),4.74651
Fri Apr 01 2022 15:15:28 GMT+0100 (British Summer Time),4.7459
Fri Apr 01 2022 15:30:28 GMT+0100 (British Summer Time),4.75359
Fri Apr 01 2022 15:45:28 GMT+0100 (British Summer Time),4.75435
Fri Apr 01 2022 16:00:28 GMT+0100 (British Summer Time),4.75402
Fri Apr 01 2022 16:15:28 GMT+0100 (British Summer Time),4.7533
Fri Apr 01 2022 16:30:28 GMT+0100 (British Summer Time),4.76093
Fri Apr 01 2022 16:45:28 GMT+0100 (British Summer Time),4.7607
Fri Apr 01 2022 17:00:28 GMT+0100 (British Summer Time),4.75986
Fri Apr 01 2022 17:15:29 GMT+0100 (British Summer Time),4.75901
Fri Apr 01 2022 17:30:29 GMT+0100 (British Summer Time),4.76677
Fri Apr 01 2022 17:45:30 GMT+0100 (British Summer Time),4.76622
Fri Apr 01 2022 18:00:29 GMT+0100 (British Summer Time),4.7657
Fri Apr 01 2022 18:15:30 GMT+0100 (British Summer Time),4.76489
Fri Apr 01 2022 18:30:31 GMT+0100 (British Summer Time),4.77212
Fri Apr 01 2022 18:45:30 GMT+0100 (British Summer Time),4.7717
Fri Apr 01 2022 19:00:31 GMT+0100 (British Summer Time),4.77133
Fri Apr 01 2022 19:15:31 GMT+0100 (British Summer Time),4.77074
Fri Apr 01 2022 19:30:31 GMT+0100 (British Summer Time),4.77784
Fri Apr 01 2022 19:45:31 GMT+0100 (British Summer Time),4.77759
Fri Apr 01 2022 20:00:32 GMT+0100 (British Summer Time),4.77716
Fri Apr 01 2022 20:15:32 GMT+0100 (British Summer Time),4.77656
Fri Apr 01 2022 20:30:32 GMT+0100 (British Summer Time),4.78318
Fri Apr 01 2022 20:45:32 GMT+0100 (British Summer Time),4.78299
Fri Apr 01 2022 21:00:32 GMT+0100 (British Summer Time),4.78265
Fri Apr 01 2022 21:15:35 GMT+0100 (British Summer Time),4.7821
Fri Apr 01 2022 21:30:35 GMT+0100 (British Summer Time),4.78824
Fri Apr 01 2022 21:45:36 GMT+0100 (British Summer Time),4.78819
Fri Apr 01 2022 22:00:33 GMT+0100 (British Summer Time),4.788
Fri Apr 01 2022 22:15:34 GMT+0100 (British Summer Time),4.78751
Fri Apr 01 2022 22:30:34 GMT+0100 (British Summer Time),4.79304
Fri Apr 01 2022 22:45:35 GMT+0100 (British Summer Time),4.79319
Fri Apr 01 2022 23:05:01 GMT+0100 (British Summer Time),4.7932
Fri Apr 01 2022 23:15:35 GMT+0100 (British Summer Time),4.79298
Fri Apr 01 2022 23:30:35 GMT+0100 (British Summer Time),4.79849
Fri Apr 01 2022 23:45:35 GMT+0100 (British Summer Time),4.79878
Sat Apr 02 2022 00:00:36 GMT+0100 (British Summer Time),4.79871
Sat Apr 02 2022 00:15:37 GMT+0100 (British Summer Time),4.79861
Sat Apr 02 2022 00:30:36 GMT+0100 (British Summer Time),4.8036
Sat Apr 02 2022 00:45:36 GMT+0100 (British Summer Time),4.80396
Sat Apr 02 2022 01:01:53 GMT+0100 (British Summer Time),4.80405
Sat Apr 02 2022 01:15:36 GMT+0100 (British Summer Time),4.804
Sat Apr 02 2022 01:30:37 GMT+0100 (British Summer Time),4.80865
Sat Apr 02 2022 01:45:37 GMT+0100 (British Summer Time),4.80899
Sat Apr 02 2022 02:00:38 GMT+0100 (British Summer Time),4.8091
Sat Apr 02 2022 02:15:38 GMT+0100 (British Summer Time),4.80908
Sat Apr 02 2022 02:30:39 GMT+0100 (British Summer Time),4.81342
Sat Apr 02 2022 02:45:39 GMT+0100 (British Summer Time),4.81378
Sat Apr 02 2022 03:00:40 GMT+0100 (British Summer Time),4.81393
Sat Apr 02 2022 03:15:40 GMT+0100 (British Summer Time),4.81403
Sat Apr 02 2022 03:30:39 GMT+0100 (British Summer Time),4.81838
Sat Apr 02 2022 03:45:39 GMT+0100 (British Summer Time),4.81879
Sat Apr 02 2022 04:02:28 GMT+0100 (British Summer Time),4.81928
Sat Apr 02 2022 04:15:40 GMT+0100 (British Summer Time),4.81944
Sat Apr 02 2022 04:30:40 GMT+0100 (British Summer Time),4.82352
Sat Apr 02 2022 04:45:40 GMT+0100 (British Summer Time),4.82398
Sat Apr 02 2022 05:00:40 GMT+0100 (British Summer Time),4.82436
Sat Apr 02 2022 05:15:42 GMT+0100 (British Summer Time),4.82453
Sat Apr 02 2022 05:30:42 GMT+0100 (British Summer Time),4.82829
Sat Apr 02 2022 05:45:42 GMT+0100 (British Summer Time),4.82873
Sat Apr 02 2022 06:00:41 GMT+0100 (British Summer Time),4.82919
Sat Apr 02 2022 06:15:42 GMT+0100 (British Summer Time),4.82957
Sat Apr 02 2022 06:30:43 GMT+0100 (British Summer Time),4.83318
Sat Apr 02 2022 06:45:43 GMT+0100 (British Summer Time),4.83365
Sat Apr 02 2022 07:00:43 GMT+0100 (British Summer Time),4.83418
Sat Apr 02 2022 07:15:43 GMT+0100 (British Summer Time),4.83448
Sat Apr 02 2022 07:30:44 GMT+0100 (British Summer Time),4.83821
Sat Apr 02 2022 07:45:43 GMT+0100 (British Summer Time),4.83878
Sat Apr 02 2022 08:00:44 GMT+0100 (British Summer Time),4.83952
Sat Apr 02 2022 08:15:44 GMT+0100 (British Summer Time),4.83999
Sat Apr 02 2022 08:30:45 GMT+0100 (British Summer Time),4.84372
Sat Apr 02 2022 08:45:45 GMT+0100 (British Summer Time),4.84436
Sat Apr 02 2022 09:00:46 GMT+0100 (British Summer Time),4.84484
Sat Apr 02 2022 09:15:46 GMT+0100 (British Summer Time),4.84525
Sat Apr 02 2022 09:30:46 GMT+0100 (British Summer Time),4.84891
Sat Apr 02 2022 09:45:46 GMT+0100 (British Summer Time),4.84952
Sat Apr 02 2022 10:00:47 GMT+0100 (British Summer Time),4.85003
Sat Apr 02 2022 10:15:48 GMT+0100 (British Summer Time),4.85021
Sat Apr 02 2022 10:30:47 GMT+0100 (British Summer Time),4.85474
Sat Apr 02 2022 10:45:47 GMT+0100 (British Summer Time),4.85569
Sat Apr 02 2022 11:00:48 GMT+0100 (British Summer Time),4.85766
Sat Apr 02 2022 11:15:48 GMT+0100 (British Summer Time),4.85871
Sat Apr 02 2022 11:30:48 GMT+0100 (British Summer Time),4.86494
Sat Apr 02 2022 11:45:49 GMT+0100 (British Summer Time),4.86588
Sat Apr 02 2022 12:00:50 GMT+0100 (British Summer Time),4.86709
Sat Apr 02 2022 12:15:50 GMT+0100 (British Summer Time),4.8676
Sat Apr 02 2022 12:30:50 GMT+0100 (British Summer Time),4.87365
Sat Apr 02 2022 12:45:50 GMT+0100 (British Summer Time),4.87445
Sat Apr 02 2022 13:00:51 GMT+0100 (British Summer Time),4.87483
Sat Apr 02 2022 13:15:51 GMT+0100 (British Summer Time),4.87497
Sat Apr 02 2022 13:30:52 GMT+0100 (British Summer Time),4.8829
Sat Apr 02 2022 13:45:51 GMT+0100 (British Summer Time),4.88351
Sat Apr 02 2022 14:00:52 GMT+0100 (British Summer Time),4.88373
Sat Apr 02 2022 14:15:53 GMT+0100 (British Summer Time),4.88378
Sat Apr 02 2022 14:30:53 GMT+0100 (British Summer Time),4.89253
Sat Apr 02 2022 14:45:53 GMT+0100 (British Summer Time),4.89309
Sat Apr 02 2022 15:00:54 GMT+0100 (British Summer Time),4.89358
Sat Apr 02 2022 15:15:53 GMT+0100 (British Summer Time),4.89372
Sat Apr 02 2022 15:30:54 GMT+0100 (British Summer Time),4.90328
Sat Apr 02 2022 15:45:54 GMT+0100 (British Summer Time),4.90389
Sat Apr 02 2022 16:00:55 GMT+0100 (British Summer Time),4.90466
Sat Apr 02 2022 16:15:55 GMT+0100 (British Summer Time),4.9051
Sat Apr 02 2022 16:30:55 GMT+0100 (British Summer Time),4.91512
Sat Apr 02 2022 16:45:56 GMT+0100 (British Summer Time),4.91564
Sat Apr 02 2022 17:00:56 GMT+0100 (British Summer Time),4.91618
Sat Apr 02 2022 17:15:57 GMT+0100 (British Summer Time),4.91657
Sat Apr 02 2022 17:30:56 GMT+0100 (British Summer Time),4.92671
Sat Apr 02 2022 17:45:57 GMT+0100 (British Summer Time),4.92751
Sat Apr 02 2022 18:00:58 GMT+0100 (British Summer Time),4.92745
Sat Apr 02 2022 18:15:58 GMT+0100 (British Summer Time),4.92799
Sat Apr 02 2022 18:30:57 GMT+0100 (British Summer Time),4.93823
Sat Apr 02 2022 18:45:58 GMT+0100 (British Summer Time),4.9402
Sat Apr 02 2022 19:00:59 GMT+0100 (British Summer Time),4.94107
Sat Apr 02 2022 19:15:59 GMT+0100 (British Summer Time),4.9418
Sat Apr 02 2022 19:30:59 GMT+0100 (British Summer Time),4.95194
Sat Apr 02 2022 19:46:00 GMT+0100 (British Summer Time),4.95527
Sat Apr 02 2022 20:01:00 GMT+0100 (British Summer Time),4.95618
Sat Apr 02 2022 20:16:01 GMT+0100 (British Summer Time),4.95688
Sat Apr 02 2022 20:31:01 GMT+0100 (British Summer Time),4.96745
Sat Apr 02 2022 20:46:01 GMT+0100 (British Summer Time),4.97121
Sat Apr 02 2022 21:01:01 GMT+0100 (British Summer Time),4.97202
Sat Apr 02 2022 21:16:01 GMT+0100 (British Summer Time),4.97272
Sat Apr 02 2022 21:31:02 GMT+0100 (British Summer Time),4.98335
Sat Apr 02 2022 21:46:02 GMT+0100 (British Summer Time),4.98888
Sat Apr 02 2022 22:01:02 GMT+0100 (British Summer Time),4.98998
Sat Apr 02 2022 22:16:05 GMT+0100 (British Summer Time),4.99084
Sat Apr 02 2022 22:31:03 GMT+0100 (British Summer Time),5.00087
Sat Apr 02 2022 22:46:03 GMT+0100 (British Summer Time),5.00731
Sat Apr 02 2022 23:01:10 GMT+0100 (British Summer Time),5.00821
Sat Apr 02 2022 23:15:06 GMT+0100 (British Summer Time),5.00895
Sat Apr 02 2022 23:31:03 GMT+0100 (British Summer Time),5.01936
Sat Apr 02 2022 23:46:04 GMT+0100 (British Summer Time),5.02713
Sun Apr 03 2022 00:01:04 GMT+0100 (British Summer Time),5.02822
Sun Apr 03 2022 00:16:04 GMT+0100 (British Summer Time),5.029
Sun Apr 03 2022 00:31:05 GMT+0100 (British Summer Time),5.03948
Sun Apr 03 2022 00:46:05 GMT+0100 (British Summer Time),5.04853
Sun Apr 03 2022 01:02:22 GMT+0100 (British Summer Time),5.04954
Sun Apr 03 2022 01:15:14 GMT+0100 (British Summer Time),5.05032
Sun Apr 03 2022 01:30:05 GMT+0100 (British Summer Time),5.06012
Sun Apr 03 2022 01:45:06 GMT+0100 (British Summer Time),5.07106
Sun Apr 03 2022 02:00:06 GMT+0100 (British Summer Time),5.07211
Sun Apr 03 2022 02:15:06 GMT+0100 (British Summer Time),5.07311
Sun Apr 03 2022 02:30:07 GMT+0100 (British Summer Time),5.08276
Sun Apr 03 2022 02:45:07 GMT+0100 (British Summer Time),5.09485
Sun Apr 03 2022 03:00:07 GMT+0100 (British Summer Time),5.09639
Sun Apr 03 2022 03:15:08 GMT+0100 (British Summer Time),5.09739
Sun Apr 03 2022 03:30:08 GMT+0100 (British Summer Time),5.10688
Sun Apr 03 2022 03:45:08 GMT+0100 (British Summer Time),5.11916
Sun Apr 03 2022 04:00:09 GMT+0100 (British Summer Time),5.12219
Sun Apr 03 2022 04:15:08 GMT+0100 (British Summer Time),5.12337
Sun Apr 03 2022 04:30:10 GMT+0100 (British Summer Time),5.13285
Sun Apr 03 2022 04:45:09 GMT+0100 (British Summer Time),5.14514
Sun Apr 03 2022 05:00:09 GMT+0100 (British Summer Time),5.14787
Sun Apr 03 2022 05:15:10 GMT+0100 (British Summer Time),5.14898
Sun Apr 03 2022 05:30:10 GMT+0100 (British Summer Time),5.15806
Sun Apr 03 2022 05:45:10 GMT+0100 (British Summer Time),5.17041
Sun Apr 03 2022 06:00:11 GMT+0100 (British Summer Time),5.17283
Sun Apr 03 2022 06:15:12 GMT+0100 (British Summer Time),5.1741
Sun Apr 03 2022 06:30:11 GMT+0100 (British Summer Time),5.18292
Sun Apr 03 2022 06:45:11 GMT+0100 (British Summer Time),5.19524
Sun Apr 03 2022 07:00:11 GMT+0100 (British Summer Time),5.19731
Sun Apr 03 2022 07:15:12 GMT+0100 (British Summer Time),5.19849
Sun Apr 03 2022 07:30:12 GMT+0100 (British Summer Time),5.20711
Sun Apr 03 2022 07:45:12 GMT+0100 (British Summer Time),5.21945
Sun Apr 03 2022 08:00:12 GMT+0100 (British Summer Time),5.2218
Sun Apr 03 2022 08:15:13 GMT+0100 (British Summer Time),5.22287
Sun Apr 03 2022 08:30:13 GMT+0100 (British Summer Time),5.2309
Sun Apr 03 2022 08:45:13 GMT+0100 (British Summer Time),5.24319
Sun Apr 03 2022 09:00:14 GMT+0100 (British Summer Time),5.24524
Sun Apr 03 2022 09:15:14 GMT+0100 (British Summer Time),5.24624
Sun Apr 03 2022 09:30:14 GMT+0100 (British Summer Time),5.25417
Sun Apr 03 2022 09:45:14 GMT+0100 (British Summer Time),5.26633
Sun Apr 03 2022 10:00:15 GMT+0100 (British Summer Time),5.26802
Sun Apr 03 2022 10:15:15 GMT+0100 (British Summer Time),5.26861
Sun Apr 03 2022 10:30:15 GMT+0100 (British Summer Time),5.2761
Sun Apr 03 2022 10:45:16 GMT+0100 (British Summer Time),5.288
Sun Apr 03 2022 11:00:16 GMT+0100 (British Summer Time),5.28931
Sun Apr 03 2022 11:15:16 GMT+0100 (British Summer Time),5.28981
Sun Apr 03 2022 11:30:17 GMT+0100 (British Summer Time),5.29721
Sun Apr 03 2022 11:45:17 GMT+0100 (British Summer Time),5.3091
Sun Apr 03 2022 12:00:17 GMT+0100 (British Summer Time),5.30973
Sun Apr 03 2022 12:15:17 GMT+0100 (British Summer Time),5.30907
Sun Apr 03 2022 12:30:18 GMT+0100 (British Summer Time),5.31607
Sun Apr 03 2022 12:45:18 GMT+0100 (British Summer Time),5.32809
Sun Apr 03 2022 13:00:18 GMT+0100 (British Summer Time),5.32937
Sun Apr 03 2022 13:15:18 GMT+0100 (British Summer Time),5.32944
Sun Apr 03 2022 13:30:19 GMT+0100 (British Summer Time),5.33839
Sun Apr 03 2022 13:45:18 GMT+0100 (British Summer Time),5.35037
Sun Apr 03 2022 14:00:18 GMT+0100 (British Summer Time),5.35113
Sun Apr 03 2022 14:15:19 GMT+0100 (British Summer Time),5.35179
Sun Apr 03 2022 14:30:19 GMT+0100 (British Summer Time),5.36068
Sun Apr 03 2022 14:45:20 GMT+0100 (British Summer Time),5.37294
Sun Apr 03 2022 15:00:20 GMT+0100 (British Summer Time),5.37287
Sun Apr 03 2022 15:15:21 GMT+0100 (British Summer Time),5.3715
Sun Apr 03 2022 15:30:20 GMT+0100 (British Summer Time),5.37994
Sun Apr 03 2022 15:45:21 GMT+0100 (British Summer Time),5.39243
Sun Apr 03 2022 16:00:20 GMT+0100 (British Summer Time),5.39262
Sun Apr 03 2022 16:15:21 GMT+0100 (British Summer Time),5.39173
Sun Apr 03 2022 16:30:22 GMT+0100 (British Summer Time),5.40239
Sun Apr 03 2022 16:45:21 GMT+0100 (British Summer Time),5.41519
Sun Apr 03 2022 17:00:22 GMT+0100 (British Summer Time),5.41581
Sun Apr 03 2022 17:15:23 GMT+0100 (British Summer Time),5.41525
Sun Apr 03 2022 17:30:22 GMT+0100 (British Summer Time),5.42545
Sun Apr 03 2022 17:45:23 GMT+0100 (British Summer Time),5.43837
Sun Apr 03 2022 18:00:23 GMT+0100 (British Summer Time),5.43914
Sun Apr 03 2022 18:15:23 GMT+0100 (British Summer Time),5.4387
Sun Apr 03 2022 18:30:24 GMT+0100 (British Summer Time),5.44896
Sun Apr 03 2022 18:45:24 GMT+0100 (British Summer Time),5.46196
Sun Apr 03 2022 19:00:24 GMT+0100 (British Summer Time),5.46261
Sun Apr 03 2022 19:15:24 GMT+0100 (British Summer Time),5.46216
Sun Apr 03 2022 19:30:25 GMT+0100 (British Summer Time),5.47205
Sun Apr 03 2022 19:45:25 GMT+0100 (British Summer Time),5.48516
Sun Apr 03 2022 20:00:25 GMT+0100 (British Summer Time),5.48588
Sun Apr 03 2022 20:15:25 GMT+0100 (British Summer Time),5.48542
Sun Apr 03 2022 20:30:25 GMT+0100 (British Summer Time),5.49504
Sun Apr 03 2022 20:45:26 GMT+0100 (British Summer Time),5.50819
Sun Apr 03 2022 21:00:26 GMT+0100 (British Summer Time),5.50899
Sun Apr 03 2022 21:15:26 GMT+0100 (British Summer Time),5.50848
Sun Apr 03 2022 21:30:26 GMT+0100 (British Summer Time),5.51791
Sun Apr 03 2022 21:45:26 GMT+0100 (British Summer Time),5.53111
Sun Apr 03 2022 22:00:27 GMT+0100 (British Summer Time),5.5309
Sun Apr 03 2022 22:15:27 GMT+0100 (British Summer Time),5.53057
Sun Apr 03 2022 22:30:28 GMT+0100 (British Summer Time),5.54025
Sun Apr 03 2022 22:45:28 GMT+0100 (British Summer Time),5.55346
Sun Apr 03 2022 23:05:01 GMT+0100 (British Summer Time),5.55452
Sun Apr 03 2022 23:15:28 GMT+0100 (British Summer Time),5.554
Sun Apr 03 2022 23:30:29 GMT+0100 (British Summer Time),5.56377
Sun Apr 03 2022 23:45:29 GMT+0100 (British Summer Time),5.57706
Mon Apr 04 2022 00:00:29 GMT+0100 (British Summer Time),5.57794
Mon Apr 04 2022 00:15:29 GMT+0100 (British Summer Time),5.57753
Mon Apr 04 2022 00:30:29 GMT+0100 (British Summer Time),5.58753
Mon Apr 04 2022 00:45:29 GMT+0100 (British Summer Time),5.601
Mon Apr 04 2022 01:01:50 GMT+0100 (British Summer Time),5.60186
Mon Apr 04 2022 01:15:31 GMT+0100 (British Summer Time),5.60169
Mon Apr 04 2022 01:30:30 GMT+0100 (British Summer Time),5.61202
Mon Apr 04 2022 01:45:30 GMT+0100 (British Summer Time),5.62562
Mon Apr 04 2022 02:00:31 GMT+0100 (British Summer Time),5.6269
Mon Apr 04 2022 02:15:31 GMT+0100 (British Summer Time),5.62687
Mon Apr 04 2022 02:30:31 GMT+0100 (British Summer Time),5.63702
Mon Apr 04 2022 02:45:33 GMT+0100 (British Summer Time),5.65048
Mon Apr 04 2022 03:00:33 GMT+0100 (British Summer Time),5.65154
Mon Apr 04 2022 03:15:32 GMT+0100 (British Summer Time),5.65167
Mon Apr 04 2022 03:30:32 GMT+0100 (British Summer Time),5.66172
Mon Apr 04 2022 03:45:32 GMT+0100 (British Summer Time),5.67519
Mon Apr 04 2022 04:02:27 GMT+0100 (British Summer Time),5.67647
Mon Apr 04 2022 04:15:33 GMT+0100 (British Summer Time),5.67663
Mon Apr 04 2022 04:30:34 GMT+0100 (British Summer Time),5.68623
Mon Apr 04 2022 04:45:34 GMT+0100 (British Summer Time),5.69959
Mon Apr 04 2022 05:00:34 GMT+0100 (British Summer Time),5.70086
Mon Apr 04 2022 05:15:34 GMT+0100 (British Summer Time),5.70106
Mon Apr 04 2022 05:30:35 GMT+0100 (British Summer Time),5.71017
Mon Apr 04 2022 05:45:35 GMT+0100 (British Summer Time),5.72352
Mon Apr 04 2022 06:00:35 GMT+0100 (British Summer Time),5.72488
Mon Apr 04 2022 06:15:35 GMT+0100 (British Summer Time),5.7253
Mon Apr 04 2022 06:30:35 GMT+0100 (British Summer Time),5.73434
Mon Apr 04 2022 06:45:35 GMT+0100 (British Summer Time),5.74768
Mon Apr 04 2022 07:00:36 GMT+0100 (British Summer Time),5.75027
Mon Apr 04 2022 07:15:36 GMT+0100 (British Summer Time),5.75035
Mon Apr 04 2022 07:30:37 GMT+0100 (British Summer Time),5.7582
Mon Apr 04 2022 07:45:37 GMT+0100 (British Summer Time),5.77137
Mon Apr 04 2022 08:00:38 GMT+0100 (British Summer Time),5.7725
Mon Apr 04 2022 08:15:38 GMT+0100 (British Summer Time),5.77259
Mon Apr 04 2022 08:30:37 GMT+0100 (British Summer Time),5.78179
Mon Apr 04 2022 08:45:37 GMT+0100 (British Summer Time),5.79538
Mon Apr 04 2022 09:00:38 GMT+0100 (British Summer Time),5.7971
Mon Apr 04 2022 09:15:39 GMT+0100 (British Summer Time),5.79804
Mon Apr 04 2022 09:30:38 GMT+0100 (British Summer Time),5.80678
Mon Apr 04 2022 09:45:38 GMT+0100 (British Summer Time),5.82055
Mon Apr 04 2022 10:00:39 GMT+0100 (British Summer Time),5.82264
Mon Apr 04 2022 10:15:38 GMT+0100 (British Summer Time),5.82298
Mon Apr 04 2022 10:30:39 GMT+0100 (British Summer Time),5.83017
Mon Apr 04 2022 10:45:40 GMT+0100 (British Summer Time),5.84329
Mon Apr 04 2022 11:00:40 GMT+0100 (British Summer Time),5.8452
Mon Apr 04 2022 11:15:40 GMT+0100 (British Summer Time),5.84484
Mon Apr 04 2022 11:30:40 GMT+0100 (British Summer Time),5.85135
Mon Apr 04 2022 11:45:41 GMT+0100 (British Summer Time),5.86464
Mon Apr 04 2022 12:00:41 GMT+0100 (British Summer Time),5.86554
Mon Apr 04 2022 12:15:41 GMT+0100 (British Summer Time),5.86506
Mon Apr 04 2022 12:30:42 GMT+0100 (British Summer Time),5.87309
Mon Apr 04 2022 12:45:42 GMT+0100 (British Summer Time),5.88656
Mon Apr 04 2022 13:00:41 GMT+0100 (British Summer Time),5.88721
Mon Apr 04 2022 13:15:42 GMT+0100 (British Summer Time),5.88663
Mon Apr 04 2022 13:30:43 GMT+0100 (British Summer Time),5.89535
Mon Apr 04 2022 13:45:42 GMT+0100 (British Summer Time),5.90903
Mon Apr 04 2022 14:00:43 GMT+0100 (British Summer Time),5.90985
Mon Apr 04 2022 14:15:43 GMT+0100 (British Summer Time),5.90909
Mon Apr 04 2022 14:30:43 GMT+0100 (British Summer Time),5.91853
Mon Apr 04 2022 14:45:44 GMT+0100 (British Summer Time),5.93246
Mon Apr 04 2022 15:00:44 GMT+0100 (British Summer Time),5.93321
Mon Apr 04 2022 15:15:44 GMT+0100 (British Summer Time),5.93254
Mon Apr 04 2022 15:30:45 GMT+0100 (British Summer Time),5.94245
Mon Apr 04 2022 15:45:46 GMT+0100 (British Summer Time),5.95638
Mon Apr 04 2022 16:00:46 GMT+0100 (British Summer Time),5.95676
Mon Apr 04 2022 16:15:46 GMT+0100 (British Summer Time),5.95573
Mon Apr 04 2022 16:30:46 GMT+0100 (British Summer Time),5.96483
Mon Apr 04 2022 16:45:47 GMT+0100 (British Summer Time),5.97874
Mon Apr 04 2022 17:00:47 GMT+0100 (British Summer Time),5.97888
Mon Apr 04 2022 17:15:47 GMT+0100 (British Summer Time),5.97754
Mon Apr 04 2022 17:30:48 GMT+0100 (British Summer Time),5.98662
Mon Apr 04 2022 17:45:48 GMT+0100 (British Summer Time),6.00066
Mon Apr 04 2022 18:00:48 GMT+0100 (British Summer Time),6.00038
Mon Apr 04 2022 18:15:48 GMT+0100 (British Summer Time),5.99916
Mon Apr 04 2022 18:30:48 GMT+0100 (British Summer Time),6.00855
Mon Apr 04 2022 18:45:49 GMT+0100 (British Summer Time),6.02261
Mon Apr 04 2022 19:00:49 GMT+0100 (British Summer Time),6.02199
Mon Apr 04 2022 19:15:49 GMT+0100 (British Summer Time),6.02073
Mon Apr 04 2022 19:30:49 GMT+0100 (British Summer Time),6.0297
Mon Apr 04 2022 19:45:50 GMT+0100 (British Summer Time),6.04294
Mon Apr 04 2022 20:00:50 GMT+0100 (British Summer Time),6.0418
Mon Apr 04 2022 20:15:51 GMT+0100 (British Summer Time),6.04008
Mon Apr 04 2022 20:30:52 GMT+0100 (British Summer Time),6.04827
Mon Apr 04 2022 20:45:52 GMT+0100 (British Summer Time),6.06086
Mon Apr 04 2022 21:00:52 GMT+0100 (British Summer Time),6.05954
Mon Apr 04 2022 21:15:52 GMT+0100 (British Summer Time),6.05762
Mon Apr 04 2022 21:30:52 GMT+0100 (British Summer Time),6.06613
Mon Apr 04 2022 21:45:53 GMT+0100 (British Summer Time),6.07769
Mon Apr 04 2022 22:00:54 GMT+0100 (British Summer Time),6.07637
Mon Apr 04 2022 22:15:54 GMT+0100 (British Summer Time),6.07474
Mon Apr 04 2022 22:30:54 GMT+0100 (British Summer Time),6.08339
Mon Apr 04 2022 22:45:55 GMT+0100 (British Summer Time),6.09355
Mon Apr 04 2022 23:05:01 GMT+0100 (British Summer Time),6.09228
Mon Apr 04 2022 23:15:56 GMT+0100 (British Summer Time),6.09075
Mon Apr 04 2022 23:30:56 GMT+0100 (British Summer Time),6.10015
Mon Apr 04 2022 23:45:55 GMT+0100 (British Summer Time),6.10879
Tue Apr 05 2022 00:00:56 GMT+0100 (British Summer Time),6.10746
Tue Apr 05 2022 00:15:56 GMT+0100 (British Summer Time),6.10587
Tue Apr 05 2022 00:30:57 GMT+0100 (British Summer Time),6.11562
Tue Apr 05 2022 00:45:57 GMT+0100 (British Summer Time),6.12274
Tue Apr 05 2022 01:02:14 GMT+0100 (British Summer Time),6.12138
Tue Apr 05 2022 01:15:59 GMT+0100 (British Summer Time),6.11978
Tue Apr 05 2022 01:30:58 GMT+0100 (British Summer Time),6.12957
Tue Apr 05 2022 01:46:00 GMT+0100 (British Summer Time),6.13644
Tue Apr 05 2022 02:00:59 GMT+0100 (British Summer Time),6.13521
Tue Apr 05 2022 02:15:59 GMT+0100 (British Summer Time),6.13373
Tue Apr 05 2022 02:30:59 GMT+0100 (British Summer Time),6.14316
Tue Apr 05 2022 02:46:00 GMT+0100 (British Summer Time),6.14943
Tue Apr 05 2022 03:01:00 GMT+0100 (British Summer Time),6.14823
Tue Apr 05 2022 03:16:01 GMT+0100 (British Summer Time),6.14666
Tue Apr 05 2022 03:31:01 GMT+0100 (British Summer Time),6.15564
Tue Apr 05 2022 03:46:01 GMT+0100 (British Summer Time),6.16177
Tue Apr 05 2022 04:02:23 GMT+0100 (British Summer Time),6.16053
Tue Apr 05 2022 04:16:02 GMT+0100 (British Summer Time),6.15899
Tue Apr 05 2022 04:31:02 GMT+0100 (British Summer Time),6.16743
Tue Apr 05 2022 04:46:02 GMT+0100 (British Summer Time),6.1735
Tue Apr 05 2022 05:01:02 GMT+0100 (British Summer Time),6.17207
